date,apr_pct,tvl_usd
2026-06-10,52.44468,9345420
2026-06-11,42.51445,9679168
2026-06-12,27.47916,9668922
2026-06-13,10.1779,9820220
2026-06-14,18.80392,9633135
2026-06-15,37.78001,10324453
2026-06-16,44.97508,10228450
2026-06-17,55.11824,9920689
2026-06-18,38.7927,9446614
2026-06-19,24.51789,9456458
2026-06-20,23.24197,9526019
2026-06-21,15.01235,9559828
2026-06-22,39.64652,9582739
2026-06-23,36.47454,9729741
2026-06-27,20.45398,8992173
2026-06-28,27.33964,9032605
2026-06-29,62.74128,8683835
2026-06-30,32.21181,8565923
2026-07-01,44.06943,8754530
2026-07-02,43.05041,9361910
2026-07-03,38.16414,9314601
2026-07-21,18.03344,10479832
2026-07-22,22.79111,10549421
2026-07-23,19.39013,10252334
2026-07-24,19.3538,10205834
2026-07-25,5.24722,10277073
2026-07-26,10.85198,10437428
2026-07-27,30.43221,10188268
2026-07-28,28.72901,10267121
2026-07-29,33.66754,10271084
2026-07-30,16.62137,10324743
2026-07-31,20.28221,10110555
2026-08-01,8.09389,10012112
2026-08-02,12.81035,10165596
2026-08-03,19.14185,10024141
2026-08-04,15.72202,10018806
2026-08-05,16.42999,10123632
2026-08-06,13.7046,10119603
2026-08-07,15.61998,10137356
2026-08-08,2.20462,10168749
2026-08-09,4.66772,10173321
2026-08-10,16.46767,10004188
2026-08-11,10.78543,9988792
2026-08-12,14.18034,9978005
2026-08-13,12.27317,10064007
2026-08-14,9.10601,10000169
2026-08-15,2.49637,10053962
2026-08-16,5.92014,10052719
2026-08-17,12.63096,10148319
2026-08-18,9.71773,10207283
2026-08-19,68.67599,9611280
2026-08-20,43.918,9022714
2026-08-21,75.92833,8441689
2026-08-22,86.72068,8127838
