date,apr_pct,tvl_usd
2026-05-10,14.98702,9351878
2026-05-11,21.27441,9218784
2026-05-12,18.28058,8650332
2026-05-13,16.43767,8899112
2026-05-14,23.93956,9292748
2026-05-15,23.64094,8970067
2026-05-16,10.70326,9210470
2026-05-17,10.40851,9290237
2026-05-18,40.09935,9518208
2026-05-19,21.61363,9563812
2026-05-20,20.96167,9656187
2026-05-21,22.26633,9609984
2026-05-22,22.03919,9801838
2026-05-23,26.24955,9484440
2026-05-24,16.85904,9507625
2026-05-25,14.05904,9733981
2026-05-26,30.97542,9849301
2026-05-27,22.92806,11328352
2026-05-28,30.13992,10676995
2026-05-29,20.87855,10703809
2026-05-30,6.13961,10947915
2026-05-31,8.10418,10233114
2026-06-01,32.71917,8769060
2026-06-02,47.64511,7064666
2026-06-03,48.8803,7375417
2026-06-04,72.03718,6675227
2026-06-05,102.33101,6786510
2026-06-06,45.61537,6835294
2026-06-07,37.96978,7249401
2026-06-08,47.79444,7439530
2026-06-09,30.74752,7237854
2026-06-10,37.99949,7275869
2026-06-11,28.13749,7726649
2026-06-12,20.52116,7801641
2026-06-13,6.73727,7905289
2026-06-14,15.92713,7253030
2026-06-15,26.05037,7981206
2026-06-16,16.87108,7930553
2026-06-17,32.44433,7650119
2026-06-18,26.85313,7658239
2026-06-19,19.48294,7747848
2026-06-20,14.44278,7822409
2026-06-21,10.85714,7816560
2026-06-22,29.2031,7792148
2026-06-23,28.33872,7757191
2026-06-27,12.10691,7594337
2026-06-28,12.04075,7574146
2026-06-29,50.91158,7479359
2026-06-30,27.12296,7449493
2026-07-01,32.70132,8230432
2026-07-02,40.07378,8250302
2026-07-03,33.82328,8268956
2026-07-21,14.32444,7740140
2026-07-22,13.59192,7526901
2026-07-23,12.50204,7397412
2026-07-24,13.60557,7623664
2026-07-25,3.18825,7667134
2026-07-26,4.63354,8215110
2026-07-27,20.73866,7787937
2026-07-28,18.87064,7892936
2026-07-29,28.63563,7897229
2026-07-30,12.97609,8246691
2026-07-31,18.37515,7923152
2026-08-01,6.1463,7952166
2026-08-02,9.00013,7952387
2026-08-03,19.4213,8187803
2026-08-04,17.19754,8081009
2026-08-05,14.55704,8398414
2026-08-06,9.39307,8494598
2026-08-07,13.07239,8840815
2026-08-08,2.27035,8794030
2026-08-09,2.54506,8800689
2026-08-10,12.88849,8448323
2026-08-11,8.60334,8397063
2026-08-12,11.5762,8394260
2026-08-13,11.92598,8525569
2026-08-14,10.45572,8532325
2026-08-15,2.52039,8525888
2026-08-16,3.17924,8462743
2026-08-17,11.11797,8498143
2026-08-18,8.26413,8558051
2026-08-19,38.49461,8622425
2026-08-20,27.36839,8254262
2026-08-21,54.14875,7970043
2026-08-22,28.27337,7072424
2026-08-23,15.50921,7962697
2026-08-24,39.84852,7506501
2026-08-25,43.62379,7630539
2026-08-26,23.84253,7539886
2026-08-27,27.43242,8063445
2026-08-28,31.30618,8106033
2026-08-29,5.87433,7935893
2026-08-30,12.00105,7995397
2026-08-31,29.24667,7999493
2026-09-01,23.57368,8079353
2026-09-02,24.68109,7721454
2026-09-03,30.38749,7930623
2026-09-04,34.16196,7109172
2026-09-05,4.19229,7484430
2026-09-06,7.25489,7372308
2026-09-07,12.71632,7524385
2026-09-08,18.25211,7888853
2026-09-09,18.26355,7922077
