timestamp,price
1724360400,2622.20
1724364000,2625.00
1724367600,2624.61
1724371200,2622.76
1724374800,2642.13
1724378400,2637.40
1724382000,2635.59
1724385600,2639.18
1724389200,2645.26
1724392800,2678.61
1724396400,2683.03
1724400000,2672.04
1724403600,2673.84
1724407200,2670.18
1724410800,2665.50
1724414400,2657.85
1724418000,2665.79
1724421600,2680.07
1724425200,2662.59
1724428800,2668.58
1724432400,2678.98
1724436000,2733.39
1724439600,2725.67
1724443200,2755.45
1724446800,2759.19
1724450400,2782.80
1724454000,2769.80
1724457600,2768.11
1724461200,2756.20
1724464800,2754.26
1724468400,2754.77
1724472000,2749.01
1724475600,2747.46
1724479200,2758.44
1724482800,2761.09
1724486400,2758.59
1724490000,2774.96
1724493600,2774.20
1724497200,2770.50
1724500800,2760.65
1724504400,2756.27
1724508000,2757.91
1724511600,2760.57
1724515200,2763.81
1724518800,2808.80
1724522400,2779.81
1724526000,2789.79
1724529600,2793.09
1724533200,2787.33
1724536800,2751.19
1724540400,2756.81
1724544000,2771.58
1724547600,2764.91
1724551200,2759.98
1724554800,2764.01
1724558400,2762.01
1724562000,2766.79
1724565600,2765.40
1724569200,2754.21
1724572800,2741.94
1724576400,2752.57
1724580000,2755.66
1724583600,2758.99
1724587200,2753.65
1724590800,2753.10
1724594400,2769.31
1724598000,2766.60
1724601600,2770.42
1724605200,2764.42
1724608800,2771.91
1724612400,2766.31
1724616000,2768.00
1724619600,2771.37
1724623200,2785.51
1724626800,2777.60
1724630400,2754.80
1724634000,2751.80
1724637600,2746.52
1724641200,2742.72
1724644800,2748.50
1724648400,2751.40
1724652000,2743.50
1724655600,2736.60
1724659200,2739.02
1724662800,2735.52
1724666400,2742.39
1724670000,2740.58
1724673600,2738.60
1724677200,2724.20
1724680800,2730.82
1724684400,2723.74
1724688000,2718.89
1724691600,2730.04
1724695200,2692.83
1724698800,2697.32
1724702400,2682.53
1724706000,2688.24
1724709600,2689.45
1724713200,2686.41
1724716800,2684.36
1724720400,2687.02
1724724000,2682.03
1724727600,2672.71
1724731200,2684.00
1724734800,2689.75
1724738400,2694.99
1724742000,2685.00
1724745600,2692.47
1724749200,2685.97
1724752800,2669.80
1724756400,2629.40
1724760000,2622.32
1724763600,2612.60
1724767200,2605.80
1724770800,2581.39
1724774400,2569.60
1724778000,2569.59
1724781600,2582.00
1724785200,2581.97
1724788800,2581.68
1724792400,2584.94
1724796000,2490.00
1724799600,2461.12
1724803200,2450.00
1724806800,2441.82
1724810400,2443.20
1724814000,2465.22
1724817600,2475.07
1724821200,2471.80
1724824800,2466.20
1724828400,2465.84
1724832000,2437.61
1724835600,2465.20
1724839200,2523.22
1724842800,2523.49
1724846400,2522.68
1724850000,2523.75
1724853600,2501.40
1724857200,2496.20
1724860800,2492.09
1724864400,2511.65
1724868000,2503.45
1724871600,2535.21
1724875200,2517.26
1724878800,2532.60
1724882400,2534.40
1724886000,2527.91
1724889600,2530.69
1724893200,2533.00
1724896800,2519.87
1724900400,2531.38
1724904000,2524.22
1724907600,2525.68
1724911200,2545.19
1724914800,2554.06
1724918400,2547.29
1724922000,2546.61
1724925600,2542.60
1724929200,2543.66
1724932800,2557.43
1724936400,2574.51
1724940000,2570.41
1724943600,2574.80
1724947200,2582.81
1724950800,2575.00
1724954400,2574.00
1724958000,2512.57
1724961600,2538.21
1724965200,2536.80
1724968800,2522.92
1724972400,2526.20
1724976000,2525.61
1724979600,2525.74
1724983200,2528.38
1724986800,2512.20
1724990400,2520.79
1724994000,2517.24
1724997600,2509.69
1725001200,2526.40
1725004800,2515.00
1725008400,2522.73
1725012000,2522.80
1725015600,2517.68
1725019200,2510.55
1725022800,2520.90
1725026400,2530.27
1725030000,2458.36
1725033600,2455.26
1725037200,2462.07
1725040800,2470.20
1725044400,2514.60
1725048000,2511.58
1725051600,2515.40
1725055200,2519.40
1725058800,2527.67
1725062400,2523.69
1725066000,2522.55
1725069600,2525.70
1725073200,2522.41
1725076800,2524.34
1725080400,2527.01
1725084000,2522.21
1725087600,2521.60
1725091200,2522.80
1725094800,2518.06
1725098400,2516.32
1725102000,2525.38
1725105600,2524.41
1725109200,2525.63
1725112800,2516.59
1725116400,2523.16
1725120000,2517.00
1725123600,2510.01
1725127200,2505.40
1725130800,2495.86
1725134400,2496.20
1725138000,2504.73
1725141600,2518.37
1725145200,2514.60
1725148800,2512.98
1725152400,2507.99
1725156000,2493.42
1725159600,2486.67
1725163200,2485.81
1725166800,2485.00
1725170400,2469.88
1725174000,2478.78
1725177600,2484.72
1725181200,2478.71
1725184800,2484.15
1725188400,2466.01
1725192000,2475.61
1725195600,2472.16
1725199200,2460.85
1725202800,2460.61
1725206400,2485.41
1725210000,2475.01
1725213600,2473.72
1725217200,2501.20
1725220800,2503.38
1725224400,2498.40
1725228000,2476.01
1725231600,2415.02
1725235200,2432.20
1725238800,2438.60
1725242400,2443.19
1725246000,2448.00
1725249600,2448.41
1725253200,2436.40
1725256800,2455.36
1725260400,2448.97
1725264000,2442.61
1725267600,2469.60
1725271200,2514.84
1725274800,2522.98
1725278400,2520.20
1725282000,2517.32
1725285600,2507.00
1725289200,2517.64
1725292800,2517.34
1725296400,2517.62
1725300000,2521.99
1725303600,2519.80
1725307200,2522.59
1725310800,2559.03
1725314400,2548.41
1725318000,2543.44
1725321600,2537.21
1725325200,2534.79
1725328800,2539.60
1725332400,2529.27
1725336000,2518.65
1725339600,2515.38
1725343200,2518.18
1725346800,2517.07
1725350400,2519.20
1725354000,2503.71
1725357600,2506.37
1725361200,2506.65
1725364800,2509.20
1725368400,2512.92
1725372000,2458.29
1725375600,2445.65
1725379200,2444.77
1725382800,2440.22
1725386400,2437.00
1725390000,2457.62
1725393600,2455.92
1725397200,2460.20
1725400800,2464.59
1725404400,2450.43
1725408000,2432.40
1725411600,2312.41
1725415200,2358.52
1725418800,2373.73
1725422400,2375.01
1725426000,2373.70
1725429600,2368.41
1725433200,2377.40
1725436800,2401.90
1725440400,2404.08
1725444000,2397.21
1725447600,2389.15
1725451200,2402.76
1725454800,2400.39
1725458400,2401.36
1725462000,2441.59
1725465600,2457.19
1725469200,2473.19
1725472800,2447.40
1725476400,2445.40
1725480000,2455.14
1725483600,2454.37
1725487200,2461.10
1725490800,2462.36
1725494400,2448.71
1725498000,2455.98
1725501600,2458.40
1725505200,2445.22
1725508800,2408.60
1725512400,2409.21
1725516000,2408.20
1725519600,2401.79
1725523200,2414.83
1725526800,2403.66
1725530400,2394.09
1725534000,2394.34
1725537600,2389.38
1725541200,2395.64
1725544800,2404.63
1725548400,2370.62
1725552000,2373.02
1725555600,2374.67
1725559200,2391.70
1725562800,2388.43
1725566400,2369.01
1725570000,2369.70
1725573600,2369.80
1725577200,2368.34
1725580800,2369.40
1725584400,2365.45
1725588000,2391.99
1725591600,2400.81
1725595200,2395.34
1725598800,2387.60
1725602400,2382.40
1725606000,2377.98
1725609600,2346.47
1725613200,2350.30
1725616800,2360.10
1725620400,2368.79
1725624000,2376.60
1725627600,2391.40
1725631200,2359.00
1725634800,2321.64
1725638400,2286.39
1725642000,2264.61
1725645600,2240.72
1725649200,2227.00
1725652800,2220.40
1725656400,2174.22
1725660000,2209.98
1725663600,2212.81
1725667200,2227.99
1725670800,2236.19
1725674400,2223.60
1725678000,2234.84
1725681600,2238.25
1725685200,2249.79
1725688800,2263.97
1725692400,2277.16
1725696000,2284.20
1725699600,2293.78
1725703200,2283.40
1725706800,2281.68
1725710400,2286.79
1725714000,2289.64
1725717600,2293.90
1725721200,2296.41
1725724800,2302.20
1725728400,2289.07
1725732000,2275.22
1725735600,2280.00
1725739200,2289.20
1725742800,2270.97
1725746400,2269.87
1725750000,2258.81
1725753600,2270.85
1725757200,2272.00
1725760800,2281.20
1725764400,2286.22
1725768000,2286.30
1725771600,2298.55
1725775200,2287.20
1725778800,2289.40
1725782400,2292.61
1725786000,2299.94
1725789600,2298.01
1725793200,2305.61
1725796800,2296.54
1725800400,2275.37
1725804000,2281.78
1725807600,2269.60
1725811200,2250.20
1725814800,2255.61
1725818400,2275.03
1725822000,2277.61
1725825600,2270.19
1725829200,2275.59
1725832800,2288.62
1725836400,2300.97
1725840000,2294.08
1725843600,2316.17
1725847200,2305.79
1725850800,2302.80
1725854400,2307.41
1725858000,2295.26
1725861600,2289.61
1725865200,2302.81
1725868800,2318.59
1725872400,2326.00
1725876000,2314.59
1725879600,2316.22
1725883200,2315.64
1725886800,2309.28
1725890400,2316.81
1725894000,2284.61
1725897600,2298.97
1725901200,2342.62
1725904800,2342.25
1725908400,2330.61
1725912000,2344.37
1725915600,2343.19
1725919200,2372.57
1725922800,2357.45
1725926400,2359.68
1725930000,2349.88
1725933600,2339.74
1725937200,2345.24
1725940800,2343.66
1725944400,2338.80
1725948000,2346.92
1725951600,2344.15
1725955200,2366.14
1725958800,2348.14
1725962400,2352.39
1725966000,2351.81
1725969600,2352.78
1725973200,2344.58
1725976800,2332.61
1725980400,2335.58
1725984000,2330.25
1725987600,2342.55
1725991200,2350.99
1725994800,2361.82
1725998400,2379.13
1726002000,2377.60
1726005600,2373.83
1726009200,2390.97
1726012800,2384.96
1726016400,2375.83
1726020000,2355.75
1726023600,2349.79
1726027200,2342.61
1726030800,2332.11
1726034400,2328.25
1726038000,2331.80
1726041600,2338.32
1726045200,2325.85
1726048800,2327.14
1726052400,2322.61
1726056000,2324.42
1726059600,2345.34
1726063200,2293.98
1726066800,2306.81
1726070400,2335.52
1726074000,2351.21
1726077600,2358.30
1726081200,2330.68
1726084800,2342.43
1726088400,2351.25
1726092000,2344.82
1726095600,2340.70
1726099200,2340.89
1726102800,2355.82
1726106400,2384.61
1726110000,2368.60
1726113600,2365.98
1726117200,2364.13
1726120800,2359.00
1726124400,2361.80
1726128000,2362.19
1726131600,2356.73
1726135200,2352.41
1726138800,2346.69
1726142400,2347.21
1726146000,2342.60
1726149600,2339.21
1726153200,2333.61
1726156800,2327.37
1726160400,2341.12
1726164000,2349.19
1726167600,2348.83
1726171200,2358.30
1726174800,2349.11
1726178400,2355.28
1726182000,2363.08
1726185600,2361.05
1726189200,2353.33
1726192800,2357.35
1726196400,2357.42
1726200000,2357.56
1726203600,2349.60
1726207200,2347.70
1726210800,2340.20
1726214400,2346.06
1726218000,2343.37
1726221600,2354.40
1726225200,2369.16
1726228800,2359.80
1726232400,2351.25
1726236000,2354.40
1726239600,2370.31
1726243200,2407.00
1726246800,2410.00
1726250400,2413.35
1726254000,2423.85
1726257600,2416.83
1726261200,2427.03
1726264800,2452.20
1726268400,2446.21
1726272000,2439.81
1726275600,2435.39
1726279200,2426.60
1726282800,2430.59
1726286400,2432.23
1726290000,2428.37
1726293600,2420.81
1726297200,2418.74
1726300800,2419.91
1726304400,2417.40
1726308000,2417.68
1726311600,2413.52
1726315200,2416.99
1726318800,2422.13
1726322400,2417.03
1726326000,2420.21
1726329600,2418.19
1726333200,2416.88
1726336800,2412.77
1726340400,2405.10
1726344000,2408.91
1726347600,2415.13
1726351200,2417.79
